# { 't_start': 1764624044.2646568, 'env_id': 'MiniGrid-Dynamic-Cardinal' }
r,l,t
0.947265625,15,0.3451218605041504
-1,1,0.3455379009246826
0.9578125,12,0.347898006439209
0.95078125,14,0.3506479263305664
-1,1,0.35097408294677734
0.96484375,10,0.35300493240356445
0.96484375,10,0.3549211025238037
0.94375,16,0.35790491104125977
0.96484375,10,0.3598909378051758
0.94375,16,0.3629777431488037
0.947265625,15,0.36577892303466797
0.96484375,10,0.36774301528930664
0.9578125,12,0.37007594108581543
0.96484375,10,0.3719980716705322
0.95078125,14,0.37484097480773926
0.96484375,10,0.3767588138580322
0.961328125,11,0.3788738250732422
0.954296875,13,0.3813509941101074
0.96484375,10,0.3832719326019287
0.96484375,10,0.38530993461608887
0.947265625,15,0.38831400871276855
0.96484375,10,0.3902459144592285
0.95078125,14,0.39313602447509766
0.96484375,10,0.3950841426849365
0.95078125,14,0.39777684211730957
0.96484375,10,0.39966797828674316
0.96484375,10,0.4016730785369873
0.9578125,12,0.40392494201660156
0.96484375,10,0.4057748317718506
0.9578125,12,0.40807294845581055
0.954296875,13,0.41047191619873047
0.96484375,10,0.4123721122741699
0.93671875,18,0.4156818389892578
0.95078125,14,0.4183628559112549
0.961328125,11,0.42043089866638184
0.95078125,14,0.4229400157928467
-1,2,0.42342591285705566
0.95078125,14,0.42609286308288574
0.94375,16,0.4294419288635254
0.954296875,13,0.4319918155670166
-1,15,0.4351539611816406
0.9578125,12,0.43752193450927734
0.96484375,10,0.43950390815734863
0.9578125,12,0.44180893898010254
0.961328125,11,0.44389891624450684
0.954296875,13,0.4464120864868164
0.961328125,11,0.44855189323425293
0.9578125,12,0.4509389400482178
0.954296875,13,0.45322489738464355
0.961328125,11,0.4553039073944092
-1,14,0.4579777717590332
0.94375,16,0.4608321189880371
0.954296875,13,0.4631538391113281
0.961328125,11,0.4652409553527832
-1,9,0.467087984085083
0.96484375,10,0.468980073928833
0.96484375,10,0.47088098526000977
0.961328125,11,0.4730367660522461
0.961328125,11,0.4753098487854004
0.96484375,10,0.4772329330444336
0.947265625,15,0.48004794120788574
-1,10,0.4820387363433838
0.96484375,10,0.48398590087890625
0.94375,16,0.4869248867034912
0.947265625,15,0.48967790603637695
-1,1,0.49005794525146484
0.96484375,10,0.49196600914001465
0.95078125,14,0.4947648048400879
0.95078125,14,0.497377872467041
0.9578125,12,0.4996607303619385
0.9296875,20,0.5032227039337158
0.95078125,14,0.5059669017791748
0.96484375,10,0.508012056350708
0.96484375,10,0.5099449157714844
0.9578125,12,0.5122640132904053
0.9578125,12,0.5144529342651367
-1,10,0.5164928436279297
0.9578125,12,0.5188717842102051
0.96484375,10,0.5207817554473877
0.9578125,12,0.5230319499969482
0.96484375,10,0.5249481201171875
-1,13,0.5276169776916504
0.961328125,11,0.5297319889068604
0.954296875,13,0.5322239398956299
0.96484375,10,0.5341341495513916
0.9578125,12,0.5363709926605225
0.940234375,17,0.5396809577941895
0.961328125,11,0.5417709350585938
0.954296875,13,0.5442121028900146
0.96484375,10,0.5461990833282471
0.95078125,14,0.5487968921661377
0.96484375,10,0.5507218837738037
0.961328125,11,0.5527770519256592
0.9578125,12,0.555182933807373
0.961328125,11,0.5573351383209229
0.961328125,11,0.5594420433044434
0.961328125,11,0.5615339279174805
0.95078125,14,0.56410813331604
0.95078125,14,0.5668051242828369
0.961328125,11,0.5688290596008301
0.95078125,14,0.5718200206756592
0.954296875,13,0.5742878913879395
0.94375,16,0.577319860458374
0.961328125,11,0.5794589519500732
0.961328125,11,0.5815019607543945
0.96484375,10,0.5834047794342041
0.94375,16,0.5864639282226562
0.9578125,12,0.5888679027557373
0.940234375,17,0.5919759273529053
0.95078125,14,0.5947060585021973
0.9578125,12,0.5970439910888672
0.95078125,14,0.5995810031890869
0.94375,16,0.6025888919830322
0.96484375,10,0.6044878959655762
0.95078125,14,0.6072039604187012
0.96484375,10,0.6090891361236572
0.954296875,13,0.611609935760498
0.96484375,10,0.6135749816894531
0.96484375,10,0.6155080795288086
0.9578125,12,0.6178989410400391
0.947265625,15,0.6208877563476562
0.9578125,12,0.6231398582458496
0.96484375,10,0.6251428127288818
0.96484375,10,0.6271178722381592
0.94375,16,0.6299960613250732
0.954296875,13,0.6325221061706543
0.961328125,11,0.6346147060394287
0.94375,16,0.6376979351043701
0.9578125,12,0.6400740146636963
0.933203125,19,0.6439309120178223
0.96484375,10,0.6457779407501221
0.96484375,10,0.6476891040802002
0.961328125,11,0.6499099731445312
0.961328125,11,0.6520938873291016
0.96484375,10,0.6540298461914062
0.96484375,10,0.6558988094329834
0.9578125,12,0.6582107543945312
0.94375,16,0.6611740589141846
0.915625,24,0.665416955947876
0.961328125,11,0.6675939559936523
0.96484375,10,0.6694738864898682
0.9578125,12,0.6718900203704834
0.9578125,12,0.6741678714752197
0.947265625,15,0.6772177219390869
0.95078125,14,0.6798601150512695
0.96484375,10,0.6817350387573242
0.94375,16,0.6847679615020752
0.96484375,10,0.6867630481719971
0.9578125,12,0.6891489028930664
0.96484375,10,0.6910369396209717
0.96484375,10,0.6929938793182373
0.954296875,13,0.6954209804534912
0.96484375,10,0.6973419189453125
0.947265625,15,0.7001218795776367
0.95078125,14,0.702725887298584
0.95078125,14,0.7053699493408203
0.954296875,13,0.7079789638519287
0.961328125,11,0.7101500034332275
-1,2,0.7106020450592041
0.961328125,11,0.7127199172973633
0.94375,16,0.715674877166748
0.93671875,18,0.7192080020904541
0.954296875,13,0.7216219902038574
-1,25,0.7261838912963867
0.9296875,20,0.7301321029663086
0.961328125,11,0.7322220802307129
0.947265625,15,0.7349188327789307
0.961328125,11,0.7371678352355957
0.954296875,13,0.739656925201416
0.96484375,10,0.741635799407959
0.9578125,12,0.7439119815826416
0.95078125,14,0.7464559078216553
0.9578125,12,0.7486929893493652
0.954296875,13,0.751133918762207
0.961328125,11,0.7532119750976562
0.947265625,15,0.7559370994567871
0.954296875,13,0.7583818435668945
0.95078125,14,0.7610020637512207
0.95078125,14,0.7636909484863281
0.95078125,14,0.7663698196411133
0.961328125,11,0.7685329914093018
0.933203125,19,0.7721428871154785
0.940234375,17,0.7753500938415527
0.961328125,11,0.7775650024414062
0.954296875,13,0.7801449298858643
0.93671875,18,0.7837510108947754
0.954296875,13,0.7862458229064941
0.954296875,13,0.7888798713684082
0.961328125,11,0.790935754776001
0.961328125,11,0.7931339740753174
0.961328125,11,0.795245885848999
0.947265625,15,0.7982678413391113
0.96484375,10,0.8001668453216553
0.96484375,10,0.8021450042724609
0.961328125,11,0.804265022277832
-1,2,0.8048830032348633
0.9578125,12,0.8072278499603271
0.9578125,12,0.8095970153808594
0.95078125,14,0.8123090267181396
0.96484375,10,0.8142731189727783
0.9578125,12,0.816727876663208
0.96484375,10,0.8186829090118408
0.9578125,12,0.8210618495941162
0.947265625,15,0.8239409923553467
0.961328125,11,0.8261599540710449
0.954296875,13,0.8286418914794922
0.947265625,15,0.8316240310668945
-1,9,0.833594799041748
0.961328125,11,0.8357961177825928
0.9578125,12,0.8380639553070068
0.95078125,14,0.8406500816345215
0.95078125,14,0.8432779312133789
0.9578125,12,0.8454720973968506
0.93671875,18,0.8489539623260498
-1,2,0.8495848178863525
0.933203125,19,0.853065013885498
0.96484375,10,0.8550028800964355
0.94375,16,0.8580398559570312
0.9578125,12,0.860288143157959
0.947265625,15,0.8632969856262207
0.93671875,18,0.8665778636932373
0.954296875,13,0.8690488338470459
0.954296875,13,0.8717000484466553
0.9578125,12,0.8739757537841797
0.954296875,13,0.8764088153839111
0.96484375,10,0.8783550262451172
0.95078125,14,0.881079912185669
0.95078125,14,0.883857011795044
0.947265625,15,0.8867039680480957
0.961328125,11,0.8888599872589111
0.95078125,14,0.8916990756988525
0.96484375,10,0.8936960697174072
0.94375,16,0.8966579437255859
0.9578125,12,0.8989748954772949
0.947265625,15,0.9020538330078125
-1,1,0.9023408889770508
0.96484375,10,0.9042000770568848
0.96484375,10,0.9061019420623779
0.94375,16,0.9093339443206787
0.9578125,12,0.9118490219116211
0.95078125,14,0.9144971370697021
0.961328125,11,0.9166748523712158
0.961328125,11,0.918785810470581
-1,16,0.9220490455627441
0.9578125,12,0.9243519306182861
0.96484375,10,0.9262900352478027
0.9578125,12,0.9286079406738281
0.961328125,11,0.9307689666748047
0.954296875,13,0.9333231449127197
0.93671875,18,0.9371640682220459
0.961328125,11,0.9391880035400391
0.9578125,12,0.9416599273681641
0.933203125,19,0.9455819129943848
0.96484375,10,0.9476299285888672
0.96484375,10,0.9495251178741455
0.9578125,12,0.9518699645996094
0.940234375,17,0.9550521373748779
0.961328125,11,0.957251787185669
0.961328125,11,0.9594058990478516
0.9578125,12,0.9616777896881104
0.9578125,12,0.9639530181884766
0.954296875,13,0.9663598537445068
0.961328125,11,0.9684927463531494
0.947265625,15,0.9714410305023193
0.96484375,10,0.9732980728149414
0.947265625,15,0.9761149883270264
0.961328125,11,0.9783198833465576
0.96484375,10,0.9801371097564697
0.96484375,10,0.982083797454834
0.954296875,13,0.9846489429473877
0.954296875,13,0.9872190952301025
0.954296875,13,0.9898109436035156
0.947265625,15,0.9925220012664795
0.940234375,17,0.9956519603729248
0.95078125,14,0.9985439777374268
0.947265625,15,1.0014348030090332
0.947265625,15,1.0041618347167969
0.93671875,18,1.0074989795684814
0.95078125,14,1.0103580951690674
-1,1,1.0106909275054932
0.94375,16,1.013843059539795
0.961328125,11,1.0159900188446045
0.933203125,19,1.0194709300994873
0.940234375,17,1.0229058265686035
0.96484375,10,1.0248279571533203
0.9578125,12,1.0272178649902344
0.94375,16,1.0304458141326904
0.961328125,11,1.0326249599456787
0.947265625,15,1.0354299545288086
0.9578125,12,1.0377659797668457
0.94375,16,1.0408709049224854
0.954296875,13,1.0433759689331055
0.96484375,10,1.0452439785003662
0.947265625,15,1.0482990741729736
0.961328125,11,1.050497055053711
0.92265625,22,1.0548710823059082
0.9578125,12,1.0572171211242676
0.9578125,12,1.0594818592071533
0.947265625,15,1.0623960494995117
0.96484375,10,1.0643510818481445
0.9578125,12,1.0666518211364746
-1,1,1.0670559406280518
0.94375,16,1.0700829029083252
0.93671875,18,1.073409080505371
0.96484375,10,1.0753281116485596
0.954296875,13,1.0779857635498047
-1,2,1.0785579681396484
0.947265625,15,1.0813899040222168
0.961328125,11,1.083493947982788
0.9578125,12,1.0858550071716309
0.961328125,11,1.0881459712982178
0.9578125,12,1.0904710292816162
0.96484375,10,1.0924549102783203
0.96484375,10,1.0944797992706299
0.95078125,14,1.0972039699554443
0.954296875,13,1.0997529029846191
0.961328125,11,1.1019420623779297
0.947265625,15,1.1048500537872314
0.940234375,17,1.1080541610717773
0.961328125,11,1.1102008819580078
0.95078125,14,1.1130120754241943
0.96484375,10,1.1149168014526367
0.95078125,14,1.1175639629364014
0.96484375,10,1.1194078922271729
0.96484375,10,1.121316909790039
0.96484375,10,1.1232728958129883
0.940234375,17,1.126572847366333
0.961328125,11,1.1287789344787598
0.947265625,15,1.1317389011383057
0.961328125,11,1.1338438987731934
-1,1,1.1341698169708252
0.94375,16,1.1371359825134277
0.95078125,14,1.1397888660430908
0.96484375,10,1.1417789459228516
0.95078125,14,1.1443431377410889
0.9578125,12,1.146723985671997
0.95078125,14,1.149507761001587
-1,1,1.1498918533325195
0.94375,16,1.153109073638916
0.95078125,14,1.1559040546417236
0.961328125,11,1.1581330299377441
0.940234375,17,1.1612849235534668
0.947265625,15,1.1640310287475586
0.95078125,14,1.1666250228881836
0.96484375,10,1.1686079502105713
0.947265625,15,1.1717159748077393
0.947265625,15,1.1746430397033691
0.961328125,11,1.1768598556518555
0.96484375,10,1.1788008213043213
0.9578125,12,1.1812188625335693
0.947265625,15,1.1840448379516602
0.9578125,12,1.1863439083099365
0.96484375,10,1.188265085220337
0.96484375,10,1.190199851989746
0.961328125,11,1.1924018859863281
0.9578125,12,1.194807767868042
-1,3,1.195667028427124
0.954296875,13,1.198145866394043
0.954296875,13,1.2006568908691406
0.961328125,11,1.202847957611084
0.96484375,10,1.2048439979553223
0.96484375,10,1.206861972808838
0.96484375,10,1.2088367938995361
0.96484375,10,1.2108490467071533
0.96484375,10,1.2127528190612793
0.961328125,11,1.214977741241455
0.947265625,15,1.2176949977874756
0.96484375,10,1.219573974609375
0.961328125,11,1.2218430042266846
0.961328125,11,1.2239599227905273
0.96484375,10,1.2259719371795654
0.961328125,11,1.2280728816986084
0.947265625,15,1.23124098777771
0.96484375,10,1.2333619594573975
0.933203125,19,1.2370498180389404
0.9578125,12,1.2396469116210938
0.9578125,12,1.2422668933868408
0.95078125,14,1.2452600002288818
0.9578125,12,1.2477409839630127
0.95078125,14,1.2505600452423096
0.96484375,10,1.252633810043335
0.961328125,11,1.2549240589141846
0.947265625,15,1.2581298351287842
0.9296875,20,1.2623450756072998
0.9578125,12,1.265009880065918
0.94375,16,1.2682528495788574
0.954296875,13,1.2709379196166992
0.954296875,13,1.2736730575561523
0.954296875,13,1.276412010192871
0.95078125,14,1.2793128490447998
0.95078125,14,1.2821159362792969
0.933203125,19,1.2857370376586914
-1,1,1.28696608543396
0.96484375,10,1.2889459133148193
-1,1,1.2893240451812744
0.961328125,11,1.291407823562622
0.9296875,20,1.2950358390808105
0.954296875,13,1.297408103942871
0.94375,16,1.3003647327423096
0.96484375,10,1.302299976348877
0.96484375,10,1.3041770458221436
0.95078125,14,1.3067750930786133
0.9578125,12,1.3089909553527832
0.954296875,13,1.3113269805908203
0.954296875,13,1.31374192237854
0.9578125,12,1.3159449100494385
0.9578125,12,1.3182029724121094
0.954296875,13,1.3206260204315186
0.9578125,12,1.3228869438171387
0.96484375,10,1.3248579502105713
0.93671875,18,1.3283379077911377
0.940234375,17,1.3317010402679443
0.954296875,13,1.3341188430786133
0.9578125,12,1.33636474609375
0.954296875,13,1.338912010192871
0.96484375,10,1.3407959938049316
0.94375,16,1.3440539836883545
0.947265625,15,1.3469269275665283
0.9578125,12,1.3492748737335205
0.915625,24,1.353679895401001
0.95078125,14,1.356652021408081
0.9578125,12,1.358942985534668
0.9578125,12,1.361327886581421
0.947265625,15,1.364382028579712
0.9578125,12,1.3667500019073486
0.9578125,12,1.3691129684448242
0.961328125,11,1.37127685546875
0.95078125,14,1.3740208148956299
0.93671875,18,1.3775029182434082
0.96484375,10,1.379465103149414
-1,1,1.379760980606079
0.94375,16,1.3828768730163574
0.96484375,10,1.384835958480835
0.9578125,12,1.387319803237915
0.96484375,10,1.3892910480499268
0.9578125,12,1.3916020393371582
0.95078125,14,1.3943188190460205
0.947265625,15,1.3972270488739014
0.947265625,15,1.4000399112701416
0.96484375,10,1.4020071029663086
0.940234375,17,1.4052398204803467
0.954296875,13,1.4077529907226562
0.947265625,15,1.4108059406280518
0.9578125,12,1.413064956665039
0.898046875,29,1.4185988903045654
0.954296875,13,1.4211337566375732
0.96484375,10,1.4230389595031738
0.954296875,13,1.425628900527954
0.9578125,12,1.4279110431671143
0.94375,16,1.4308860301971436
0.9578125,12,1.4332170486450195
0.926171875,21,1.4374730587005615
0.94375,16,1.4405479431152344
0.96484375,10,1.4425549507141113
0.954296875,13,1.4451987743377686
0.93671875,18,1.4485809803009033
0.96484375,10,1.4506080150604248
0.961328125,11,1.4527199268341064
0.96484375,10,1.4546048641204834
0.96484375,10,1.4565908908843994
0.96484375,10,1.4586000442504883
0.96484375,10,1.4605119228363037
0.9578125,12,1.4628019332885742
0.954296875,13,1.4654040336608887
0.891015625,31,1.4712729454040527
0.96484375,10,1.4733047485351562
0.961328125,11,1.475557804107666
0.96484375,10,1.477496862411499
0.9578125,12,1.4799139499664307
0.954296875,13,1.482558012008667
0.954296875,13,1.4851839542388916
0.954296875,13,1.4879708290100098
0.9578125,12,1.4946198463439941
0.9578125,12,1.497816801071167
0.96484375,10,1.4997508525848389
0.94375,16,1.5028927326202393
0.961328125,11,1.5051028728485107
0.96484375,10,1.5071051120758057
0.95078125,14,1.509901762008667
0.961328125,11,1.5121040344238281
0.9578125,12,1.5144689083099365
0.940234375,17,1.5176970958709717
0.96484375,10,1.5196380615234375
0.961328125,11,1.5217399597167969
0.96484375,10,1.523568868637085
0.940234375,17,1.526845932006836
0.961328125,11,1.5288877487182617
0.9578125,12,1.5312249660491943
0.96484375,10,1.5331599712371826
0.94375,16,1.536113977432251
0.947265625,15,1.5390219688415527
0.947265625,15,1.5419530868530273
0.947265625,15,1.544658899307251
0.96484375,10,1.546595811843872
0.9578125,12,1.5489988327026367
0.947265625,15,1.551764965057373
0.96484375,10,1.5536720752716064
0.961328125,11,1.5556769371032715
0.947265625,15,1.5586450099945068
0.961328125,11,1.5609180927276611
0.96484375,10,1.5628628730773926
0.93671875,18,1.5664567947387695
0.954296875,13,1.5689020156860352
0.93671875,18,1.5722057819366455
0.961328125,11,1.5743918418884277
0.9578125,12,1.581650972366333
0.96484375,10,1.583549976348877
0.9578125,12,1.5858361721038818
0.96484375,10,1.5877039432525635
0.961328125,11,1.5897438526153564
0.94375,16,1.592850923538208
0.961328125,11,1.59489107131958
0.94375,16,1.5981121063232422
0.9578125,12,1.6004297733306885
0.94375,16,1.6034047603607178
0.96484375,10,1.6053779125213623
0.961328125,11,1.6075117588043213
0.9578125,12,1.6098339557647705
0.92265625,22,1.6141679286956787
0.96484375,10,1.6160879135131836
0.961328125,11,1.6181740760803223
0.96484375,10,1.6200788021087646
-1,1,1.6205058097839355
0.95078125,14,1.6230018138885498
0.93671875,18,1.62636399269104
0.961328125,11,1.6284968852996826
-1,1,1.6289069652557373
0.961328125,11,1.6310598850250244
0.93671875,18,1.6344430446624756
0.961328125,11,1.636457920074463
0.961328125,11,1.6384930610656738
0.96484375,10,1.640387773513794
0.954296875,13,1.6429789066314697
0.96484375,10,1.644874095916748
0.96484375,10,1.6467740535736084
0.94375,16,1.650061845779419
-1,6,1.6513500213623047
0.96484375,10,1.6531779766082764
0.961328125,11,1.655268907546997
0.9578125,12,1.6575698852539062
0.954296875,13,1.6601197719573975
0.95078125,14,1.671126127243042
0.96484375,10,1.673158884048462
0.954296875,13,1.675567865371704
0.947265625,15,1.6784489154815674
0.9578125,12,1.6807949542999268
0.9578125,12,1.683034896850586
0.96484375,10,1.6849408149719238
0.96484375,10,1.6867878437042236
0.9578125,12,1.6892600059509277
0.95078125,14,1.6921627521514893
0.96484375,10,1.694126844406128
0.947265625,15,1.6969568729400635
0.96484375,10,1.698854923248291
-1,7,1.700364112854004
0.93671875,18,1.7037198543548584
0.961328125,11,1.7057759761810303
0.95078125,14,1.7084119319915771
0.95078125,14,1.7112751007080078
0.96484375,10,1.7131447792053223
-1,6,1.714350938796997
0.9578125,12,1.7166621685028076
0.96484375,10,1.71856689453125
0.96484375,10,1.7205650806427002
0.961328125,11,1.7226638793945312
-1,12,1.7252719402313232
0.96484375,10,1.7272369861602783
0.961328125,11,1.7298519611358643
0.96484375,10,1.7316818237304688
-1,13,1.73441481590271
0.961328125,11,1.736569881439209
0.96484375,10,1.7385618686676025
0.961328125,11,1.740567922592163
0.95078125,14,1.7431509494781494
0.96484375,10,1.7450189590454102
0.95078125,14,1.747838020324707
0.96484375,10,1.7497329711914062
0.94375,16,1.7527151107788086
0.96484375,10,1.7547008991241455
0.93671875,18,1.7581419944763184
0.933203125,19,1.7618560791015625
0.954296875,13,1.7643918991088867
0.96484375,10,1.766359806060791
0.9578125,12,1.7688658237457275
0.954296875,13,1.7716140747070312
0.947265625,15,1.7747018337249756
0.954296875,13,1.7773468494415283
0.940234375,17,1.7804319858551025
0.96484375,10,1.7823889255523682
0.954296875,13,1.7848467826843262
0.961328125,11,1.786991834640503
0.96484375,10,1.7888808250427246
0.96484375,10,1.7907190322875977
0.95078125,14,1.7933320999145508
0.9578125,12,1.7957367897033691
0.96484375,10,1.797611951828003
0.947265625,15,1.8005330562591553
0.933203125,19,1.8042850494384766
0.954296875,13,1.8067190647125244
0.954296875,13,1.8093719482421875
0.940234375,17,1.8128490447998047
0.947265625,15,1.815579891204834
0.954296875,13,1.81815505027771
0.9578125,12,1.8206007480621338
0.95078125,14,1.823483943939209
0.961328125,11,1.8257570266723633
0.9578125,12,1.8281469345092773
0.96484375,10,1.8300859928131104
0.961328125,11,1.8321187496185303
0.954296875,13,1.8346188068389893
0.96484375,10,1.8365378379821777
0.96484375,10,1.838498830795288
0.940234375,17,1.8420028686523438
-1,3,1.8428170680999756
0.96484375,10,1.844660997390747
0.961328125,11,1.8468639850616455
0.9578125,12,1.8493239879608154
0.96484375,10,1.8511340618133545
0.961328125,11,1.8532590866088867
0.9296875,20,1.8571789264678955
0.9578125,12,1.8594460487365723
-1,9,1.8613440990447998
0.9578125,12,1.8636600971221924
0.94375,16,1.8668019771575928
0.96484375,10,1.868778944015503
0.95078125,14,1.8714981079101562
0.96484375,10,1.8734118938446045
0.96484375,10,1.875244140625
0.947265625,15,1.8781609535217285
0.96484375,10,1.880094051361084
0.96484375,10,1.8819859027862549
0.93671875,18,1.8852288722991943
0.9578125,12,1.8874471187591553
0.926171875,21,1.8912158012390137
0.961328125,11,1.8933770656585693
0.961328125,11,1.8954057693481445
-1,1,1.8957159519195557
-1,1,1.8961360454559326
0.961328125,11,1.8981759548187256
0.947265625,15,1.9011757373809814
0.92265625,22,1.9052319526672363
0.96484375,10,1.9070627689361572
0.93671875,18,1.9103119373321533
0.933203125,19,1.9137969017028809
0.94375,16,1.9167697429656982
0.92265625,22,1.9210288524627686
0.95078125,14,1.9234850406646729
0.96484375,10,1.9253530502319336
0.954296875,13,1.9277148246765137
0.9578125,12,1.9300711154937744
0.96484375,10,1.9320027828216553
0.96484375,10,1.9339749813079834
-1,1,1.9342458248138428
0.96484375,10,1.936302900314331
0.961328125,11,1.9384257793426514
0.961328125,11,1.9404261112213135
0.961328125,11,1.9424760341644287
0.95078125,14,1.9452450275421143
0.9578125,12,1.9475090503692627
0.961328125,11,1.9496898651123047
0.96484375,10,1.9516348838806152
0.961328125,11,1.9538140296936035
0.95078125,14,1.9566118717193604
0.954296875,13,1.9589598178863525
0.96484375,10,1.96089506149292
0.94375,16,1.9638679027557373
0.961328125,11,1.9659008979797363
0.961328125,11,1.9679369926452637
-1,2,1.96846604347229
0.95078125,14,1.9712319374084473
0.96484375,10,1.97312593460083
0.93671875,18,1.9765357971191406
0.96484375,10,1.9784588813781738
0.96484375,10,1.9804198741912842
0.95078125,14,1.9831068515777588
0.94375,16,1.9862580299377441
0.954296875,13,1.988821029663086
0.96484375,10,1.9907658100128174
0.9578125,12,1.9931299686431885
0.961328125,11,1.9953529834747314
0.96484375,10,1.9972939491271973
0.94375,16,2.0001380443573
0.9578125,12,2.0024337768554688
0.9578125,12,2.0047178268432617
0.954296875,13,2.0073628425598145
0.96484375,10,2.0092978477478027
0.926171875,21,2.013392925262451
0.9578125,12,2.0157530307769775
-1,19,2.019558906555176
0.961328125,11,2.021682024002075
0.94375,16,2.0247628688812256
0.96484375,10,2.026641845703125
0.9578125,12,2.0290188789367676
0.96484375,10,2.0310349464416504
0.94375,16,2.0341029167175293
0.95078125,14,2.036864995956421
0.954296875,13,2.0393097400665283
0.95078125,14,2.0418689250946045
0.961328125,11,2.0439488887786865
0.933203125,19,2.0475337505340576
0.961328125,11,2.049614906311035
0.9578125,12,2.0520100593566895
